playerId,name,fullName,nationality,role,battingHand,playerJsonBowlingType,playerJsonBowlingHand,playerJsonBowlingStyle,metadataFoundForSameId,metadataName,metadataCountry,metadataBowlingType,metadataBowlingHand,metadataBowlingStyle,hasCricsheetRegisterMatch,cricsheetId
1276922,Ijaz Ahmadzai,Ijaz Ahmad Ahmadzai,Afghanistan,bowler,right,pace,right,Right-arm medium,yes,Ijaz Ahmad Ahmadzai,Afghanistan,pace,right,Right-arm medium,yes,4d4dbd57
935553,Ikram Alikhil,Ikram Alikhil,Afghanistan,wicketkeeper,left,,,,yes,Ikram Alikhil,Afghanistan,,,,yes,f67c958d
1094444,Ismat Alam,Ismat Alam,Afghanistan,all-rounder,right,pace,right,Right-arm fast-medium,yes,Ismat Alam,Afghanistan,pace,right,Right-arm fast-medium,yes,7c8a1fd7
793467,Karim Janat,Karim Janat,Afghanistan,all-rounder,right,pace,right,Right-arm medium,yes,Karim Janat,Afghanistan,pace,right,Right-arm medium,yes,62175638
1196075,Khalil Gurbaz,Khalil Gurbaz,Afghanistan,bowler,right,spin,right,Leg Break,yes,Khalil Gurbaz,Afghanistan,spin,right,Legbreak,yes,1b50e3c8
308235,Mohammad Ahmadi,Mohammad Javed Ahmadi,Afghanistan,all-rounder,right,spin,right,Off Break,yes,Javed Ahmadi,Afghanistan,spin,right,Right-arm offbreak,yes,0087a35d
440968,Mohammad Ahmadzai,Mohammad Yamin Ahmadzai,Afghanistan,bowler,right,pace,right,Right-arm medium-fast,yes,Yamin Ahmadzai,Afghanistan,pace,right,Right-arm medium-fast,yes,6e4588bc
1076579_SPLIT_T20_UNKNOWN,Mohammad Ishaq,Mohammad Ishaq,Afghanistan,batsman,,,,,no,,,,,,no,
25913,Mohammad Nabi,Mohammad Nabi,Afghanistan,all-rounder,right,spin,right,Off Break,yes,Mohammad Nabi,Afghanistan,spin,right,Right-arm offbreak,yes,62af8546
1174749,Mohammad Safi,Mohammad Saleem Safi,Afghanistan,bowler,right,pace,right,Right-arm fast,yes,Mohammad Saleem,Afghanistan,pace,right,Right-arm fast,yes,938bff19
1276921,Mohammad Zadran,Mohammad Naveed Zadran,Afghanistan,bowler,right,pace,right,Right-arm medium,yes,Naveed Zadran,Afghanistan,pace,right,Right-arm medium,yes,e6b6d352
974109,Mujeeb Rahman,Mujeeb Ur Rahman,Afghanistan,all-rounder,right,spin,right,Off Break,yes,Mujeeb Ur Rahman,Afghanistan,spin,right,Right-arm offbreak,yes,7d92277a
633399,Munir Ahmad,Munir Ahmad,Afghanistan,batsman,right,,,,yes,Munir Ahmad,Afghanistan,,,,yes,ec02c853
