format,playerId,name,fullName,nationality,role,battingHand,hasCricsheetId,bowlingTypeFaced,runs,balls,outs,average,strikeRate,fours,sixes,boundaryRuns,boundaryRunPercent,dotBalls,dotBallPercent,deliveriesSeen,metadataBowlerDeliveries,playerJsonBowlerDeliveries,dismissalKinds
test,1158538,Abbas Afridi,Muhammad Abbas Afridi,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1073106,Abdul Samad,Abdul Samad,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1073106,Abdul Samad,Abdul Samad,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1398224,Abdullah Fazal,Abdullah Fazal,Pakistan,batsman,left,yes,pace,63,117,2,31.5,53.85,10,0,40,63.49,91,77.78,118,118,0,caught:2
test,1398224,Abdullah Fazal,Abdullah Fazal,Pakistan,batsman,left,yes,spin,70,152,2,35.0,46.05,8,1,38,54.29,115,75.66,152,30,122,caught:1; lbw:1
test,922941,Abdullah Shafique,Abdullah Shafique,Pakistan,batsman,right,yes,pace,674,1502,19,35.47,44.87,84,1,342,50.74,1172,78.03,1525,1359,166,bowled:6; caught:11; caught and bowled:1; lbw:1
test,922941,Abdullah Shafique,Abdullah Shafique,Pakistan,batsman,right,yes,spin,913,2069,23,39.7,44.13,68,19,386,42.28,1551,74.96,2072,1985,87,bowled:2; caught:13; caught and bowled:1; lbw:6; stumped:1
test,39950,Abid Ali,Abid Ali,Pakistan,batsman,right,yes,pace,728,1548,19,38.32,47.03,100,2,412,56.59,1208,78.04,1557,1557,0,bowled:4; caught:12; lbw:3
test,39950,Abid Ali,Abid Ali,Pakistan,batsman,right,yes,spin,398,777,5,79.6,51.22,38,3,170,42.71,559,71.94,780,691,89,bowled:1; caught:2; lbw:2
test,734459,Abrar Ahmed,Abrar Ahmed,Pakistan,bowler,right,yes,pace,33,32,2,16.5,103.12,5,1,26,78.79,22,68.75,32,32,0,caught:2
test,734459,Abrar Ahmed,Abrar Ahmed,Pakistan,bowler,right,yes,spin,35,87,6,5.83,40.23,3,2,24,68.57,75,86.21,88,82,6,bowled:2; caught:2; lbw:1; stumped:1
test,1249564,Ahmed Daniyal,Ahmed Daniyal,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1249564,Ahmed Daniyal,Ahmed Daniyal,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1203669,Akif Javed,Akif Javed,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1203669,Akif Javed,Akif Javed,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1332783,Arafat Minhas,Arafat Minhas,Pakistan,all-rounder,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1332783,Arafat Minhas,Arafat Minhas,Pakistan,all-rounder,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1130463,Arshad Iqbal,Arshad Iqbal,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1130463,Arshad Iqbal,Arshad Iqbal,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,385065,Asif Afridi,Asif Khan Afridi,Pakistan,bowler,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,385065,Asif Afridi,Asif Khan Afridi,Pakistan,bowler,left,yes,spin,4,5,1,4.0,80.0,1,0,4,100.0,4,80.0,5,5,0,bowled:1
test,494230,Asif Ali,Asif Ali,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,494230,Asif Ali,Asif Ali,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1137262_SPLIT_T20_UNKNOWN,Azam Khan,Azam Khan,Pakistan,wicketkeeper-batsman,right,no,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1137262_SPLIT_T20_UNKNOWN,Azam Khan,Azam Khan,Pakistan,wicketkeeper-batsman,right,no,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1339355,Azan Awais,Azan Awais,Pakistan,batsman,left,yes,pace,96,150,2,48.0,64.0,13,0,52,54.17,105,70.0,156,156,0,caught:2
test,1339355,Azan Awais,Azan Awais,Pakistan,batsman,left,yes,spin,32,106,2,16.0,30.19,2,0,8,25.0,80,75.47,106,20,86,bowled:1; lbw:1
test,348144,Babar Azam,Mohammad Babar Azam,Pakistan,batsman,right,yes,pace,2268,4235,59,38.44,53.55,309,1,1242,54.76,3176,74.99,4291,4019,272,bowled:7; caught:41; caught and bowled:1; lbw:10
test,348144,Babar Azam,Mohammad Babar Azam,Pakistan,batsman,right,yes,spin,2158,3788,42,51.38,56.97,214,24,1000,46.34,2624,69.27,3793,3638,155,bowled:8; caught:19; lbw:12; run out:2; stumped:1
test,793411,Danish Aziz,Danish Aziz,Pakistan,bowler,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,793411,Danish Aziz,Danish Aziz,Pakistan,bowler,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,681117,Faheem Ashraf,Faheem Ashraf,Pakistan,all-rounder,left,yes,pace,515,830,16,32.19,62.05,85,1,346,67.18,624,75.18,831,829,2,bowled:2; caught:10; lbw:4
test,681117,Faheem Ashraf,Faheem Ashraf,Pakistan,all-rounder,left,yes,spin,153,389,8,19.12,39.33,15,2,72,47.06,304,78.15,390,369,21,caught:6; lbw:2
test,1171134,Faisal Akram,Faisal Akram,Pakistan,bowler,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1171134,Faisal Akram,Faisal Akram,Pakistan,bowler,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,512191,Fakhar Zaman,Fakhar Zaman,Pakistan,batsman,left,yes,pace,114,207,5,22.8,55.07,15,0,60,52.63,156,75.36,212,212,0,caught:3; caught and bowled:1; lbw:1
test,512191,Fakhar Zaman,Fakhar Zaman,Pakistan,batsman,left,yes,spin,78,148,1,78.0,52.7,5,1,26,33.33,109,73.65,148,148,0,caught and bowled:1
test,40250,Fawad Alam,Fawad Alam,Pakistan,batsman,left,yes,pace,591,1381,20,29.55,42.8,62,0,248,41.96,1058,76.61,1393,1386,7,bowled:3; caught:11; caught and bowled:1; lbw:4; run out:1
test,40250,Fawad Alam,Fawad Alam,Pakistan,batsman,left,yes,spin,405,748,6,67.5,54.14,48,3,210,51.85,541,72.33,750,737,13,caught:4; lbw:1; run out:1
test,1295902,Ghazi Ghori,Muhammad Ghazi Ghori,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1295902,Ghazi Ghori,Muhammad Ghazi Ghori,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1160970,Haider Ali,Haider Ali,Pakistan,batsman,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1160970,Haider Ali,Haider Ali,Pakistan,batsman,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1161606,Haris Rauf,Haris Rauf,Pakistan,bowler,right,yes,pace,5,13,1,5.0,38.46,0,0,0,0.0,9,69.23,14,14,0,lbw:1
test,1161606,Haris Rauf,Haris Rauf,Pakistan,bowler,right,yes,spin,7,20,1,7.0,35.0,0,0,0,0.0,14,70.0,20,20,0,caught:1
test,318788,Haris Sohail,Haris Sohail,Pakistan,batsman,left,yes,pace,422,1046,14,30.14,40.34,44,0,176,41.71,835,79.83,1053,1053,0,caught:13; lbw:1
test,318788,Haris Sohail,Haris Sohail,Pakistan,batsman,left,yes,spin,401,826,11,36.45,48.55,27,13,186,46.38,611,73.97,827,827,0,caught:6; caught and bowled:1; lbw:3; stumped:1
test,681305,Hasan Ali,Hasan Ali,Pakistan,bowler,right,yes,pace,218,336,15,14.53,64.88,25,4,124,56.88,246,73.21,342,339,3,bowled:2; caught:10; caught and bowled:2; lbw:1
test,681305,Hasan Ali,Hasan Ali,Pakistan,bowler,right,yes,spin,188,244,19,9.89,77.05,13,16,148,78.72,184,75.41,247,245,2,bowled:7; caught:8; lbw:2; stumped:2
test,1398125,Hasan Nawaz,Hasan Nawaz,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1398125,Hasan Nawaz,Hasan Nawaz,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1171127,Haseebullah Khan,Haseebullah Khan,Pakistan,batsman,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1171127,Haseebullah Khan,Haseebullah Khan,Pakistan,batsman,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,628240,Hussain Talat,Mohammad Hussain Talat,Pakistan,batsman,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,628240,Hussain Talat,Mohammad Hussain Talat,Pakistan,batsman,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,480603,Iftikhar Ahmed,Iftikhar Ahmed,Pakistan,all-rounder,right,yes,pace,58,120,3,19.33,48.33,5,0,20,34.48,91,75.83,120,120,0,caught:3
test,480603,Iftikhar Ahmed,Iftikhar Ahmed,Pakistan,all-rounder,right,yes,spin,3,23,2,1.5,13.04,0,0,0,0.0,20,86.96,23,23,0,caught:2
test,568276,Imam-ul-Haq,Imam-ul-Haq,Pakistan,batsman,left,yes,pace,852,1958,25,34.08,43.51,106,1,430,50.47,1538,78.55,1968,1894,74,bowled:1; caught:14; lbw:10
test,568276,Imam-ul-Haq,Imam-ul-Haq,Pakistan,batsman,left,yes,spin,856,1655,23,37.22,51.72,79,12,388,45.33,1188,71.78,1655,1647,8,bowled:3; caught:10; caught and bowled:1; lbw:5; stumped:4
test,1402359,Jahandad Khan,Jahandad Khan,Pakistan,bowler,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1402359,Jahandad Khan,Jahandad Khan,Pakistan,bowler,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,623636,Kamran Ghulam,Kamran Ghulam,Pakistan,batsman,right,yes,pace,150,229,6,25.0,65.5,24,1,102,68.0,173,75.55,233,153,80,bowled:3; caught:2; lbw:1
test,623636,Kamran Ghulam,Kamran Ghulam,Pakistan,batsman,right,yes,spin,162,318,5,32.4,50.94,15,1,66,40.74,232,72.96,319,319,0,bowled:1; caught:3; lbw:1
test,1282247,Kashif Ali,Kashif Ali,Pakistan,bowler,,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1282247,Kashif Ali,Kashif Ali,Pakistan,bowler,,yes,spin,1,12,1,1.0,8.33,0,0,0,0.0,11,91.67,12,12,0,bowled:1
test,1329699,Khawaja Nafay,Khawaja Muhammad Nafay,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1329699,Khawaja Nafay,Khawaja Muhammad Nafay,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,716733,Khushdil Shah,Khushdil Shah,Pakistan,all-rounder,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,716733,Khushdil Shah,Khushdil Shah,Pakistan,all-rounder,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1244154,Maaz Sadaqat,Maaz Sadaqat,Pakistan,all-rounder,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1244154,Maaz Sadaqat,Maaz Sadaqat,Pakistan,all-rounder,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,556684,Mir Hamza,Mir Hamza,Pakistan,bowler,left,yes,pace,40,89,3,13.33,44.94,3,2,24,60.0,72,80.9,90,90,0,caught:3
test,556684,Mir Hamza,Mir Hamza,Pakistan,bowler,left,yes,spin,11,93,5,2.2,11.83,0,0,0,0.0,86,92.47,93,93,0,bowled:2; caught:1; lbw:1; stumped:1
test,652507,Mirza Baig,Mirza Baig,Pakistan,batsman,,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,652507,Mirza Baig,Mirza Baig,Pakistan,batsman,,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,389666,Mohammad Abbas,Mohammad Abbas,Pakistan,bowler,right,yes,pace,97,554,13,7.46,17.51,12,0,48,49.48,505,91.16,560,522,38,bowled:2; caught:10; lbw:1
test,389666,Mohammad Abbas,Mohammad Abbas,Pakistan,bowler,right,yes,spin,30,141,6,5.0,21.28,2,2,20,66.67,129,91.49,142,137,5,caught:1; lbw:3; run out:1; stumped:1
test,343069,Mohammad Ali,Mohammad Ali,Pakistan,bowler,,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,343069,Mohammad Ali,Mohammad Ali,Pakistan,bowler,,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1205559,Mohammad Haris,Mohammad Haris,Pakistan,wicketkeeper,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1205559,Mohammad Haris,Mohammad Haris,Pakistan,wicketkeeper,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1158100,Mohammad Hasnain,Mohammad Hasnain,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1158100,Mohammad Hasnain,Mohammad Hasnain,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,348148,Mohammad Nawaz,Mohammad Nawaz,Pakistan,all-rounder,left,yes,pace,36,91,2,18.0,39.56,4,0,16,44.44,71,78.02,91,91,0,bowled:1; caught:1
test,348148,Mohammad Nawaz,Mohammad Nawaz,Pakistan,all-rounder,left,yes,spin,108,255,7,15.43,42.35,11,0,44,40.74,193,75.69,255,255,0,bowled:1; caught:5; stumped:1
test,323389,Mohammad Rizwan,Mohammad Rizwan,Pakistan,wicketkeeper-batsman,right,yes,pace,1359,2477,41,33.15,54.86,159,6,672,49.45,1791,72.31,2500,2376,124,bowled:9; caught:27; lbw:5
test,323389,Mohammad Rizwan,Mohammad Rizwan,Pakistan,wicketkeeper-batsman,right,yes,spin,1183,2214,21,56.33,53.43,100,12,472,39.9,1515,68.43,2220,2026,194,bowled:6; caught:10; lbw:4; stumped:1
test,1185538,Mohammad Wasim,Mohammad Wasim,Pakistan,bowler,right,yes,pace,8,11,0,,72.73,1,0,4,50.0,7,63.64,11,11,0,
test,1185538,Mohammad Wasim,Mohammad Wasim,Pakistan,bowler,right,yes,spin,47,63,3,15.67,74.6,4,2,28,59.57,46,73.02,63,63,0,caught:2; lbw:1
test,1217487,Mubasir Khan,Mubasir Khan,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1217487,Mubasir Khan,Mubasir Khan,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1212781,Muhammad Hurraira,Muhammad Hurraira,Pakistan,batsman,right,yes,pace,15,36,2,7.5,41.67,1,0,4,26.67,27,75.0,36,36,0,caught:1; lbw:1
test,1212781,Muhammad Hurraira,Muhammad Hurraira,Pakistan,batsman,right,yes,spin,31,59,2,15.5,52.54,3,0,12,38.71,40,67.8,59,59,0,lbw:2
test,1199426,Muhammad Irfan,Muhammad Irfan Khan,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1199426,Muhammad Irfan,Muhammad Irfan Khan,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1158088,Naseem Shah,Naseem Shah,Pakistan,bowler,right,yes,pace,56,211,11,5.09,26.54,9,0,36,64.29,185,87.68,215,212,3,bowled:3; caught:6; caught and bowled:1; run out:1
test,1158088,Naseem Shah,Naseem Shah,Pakistan,bowler,right,yes,spin,88,244,8,11.0,36.07,6,8,72,81.82,216,88.52,244,233,11,bowled:2; caught:3; caught and bowled:1; lbw:1; stumped:1
test,238672,Noman Ali,Noman Ali,Pakistan,bowler,left,yes,pace,143,297,9,15.89,48.15,18,4,96,67.13,236,79.46,303,289,14,caught:5; lbw:3; stumped:1
test,238672,Noman Ali,Noman Ali,Pakistan,bowler,left,yes,spin,247,552,16,15.44,44.75,25,6,136,55.06,437,79.17,552,544,8,bowled:1; caught:8; lbw:7
test,1126059,Omair Yousuf,Omair Bin Yousuf,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1126059,Omair Yousuf,Omair Bin Yousuf,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1185475,Qasim Akram,Qasim Akram,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1185475,Qasim Akram,Qasim Akram,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1092313,Rohail Nazir,Rohail Nazir,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1092313,Rohail Nazir,Rohail Nazir,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1339104,Saad Masood,Chaudhry Saad Masood,Pakistan,all-rounder,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1339104,Saad Masood,Chaudhry Saad Masood,Pakistan,all-rounder,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,647785,Sahibzada Farhan,Sahibzada Farhan,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,647785,Sahibzada Farhan,Sahibzada Farhan,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1161031,Saim Ayub,Saim Ayub,Pakistan,all-rounder,left,yes,pace,232,423,9,25.78,54.85,28,2,124,53.45,317,74.94,426,397,29,bowled:1; caught:8
test,1161031,Saim Ayub,Saim Ayub,Pakistan,all-rounder,left,yes,spin,132,230,5,26.4,57.39,10,2,52,39.39,157,68.26,231,192,39,caught:2; lbw:2; stumped:1
test,623977,Salman Agha,Salman Agha,Pakistan,all-rounder,right,yes,pace,675,1067,14,48.21,63.26,86,3,362,53.63,737,69.07,1074,975,99,bowled:1; caught:11; lbw:2
test,623977,Salman Agha,Salman Agha,Pakistan,all-rounder,right,yes,spin,985,1582,27,36.48,62.26,91,14,448,45.48,1045,66.06,1584,1479,105,bowled:6; caught:13; lbw:5; stumped:3
test,1252522,Salman Mirza,Mohammad Salman Mirza,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1252522,Salman Mirza,Mohammad Salman Mirza,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,652687,Saud Shakeel,Saud Shakeel,Pakistan,batsman,left,yes,pace,637,1507,21,30.33,42.27,69,1,282,44.27,1158,76.84,1529,1395,134,bowled:2; caught:16; lbw:3
test,652687,Saud Shakeel,Saud Shakeel,Pakistan,batsman,left,yes,spin,1165,2140,20,58.25,54.44,113,1,458,39.31,1430,66.82,2149,2058,91,caught:15; caught and bowled:1; lbw:2; stumped:2
test,922943,Shadab Khan,Shadab Khan,Pakistan,all-rounder,right,yes,pace,243,381,8,30.38,63.78,32,0,128,52.67,263,69.03,384,384,0,caught:6; lbw:2
test,922943,Shadab Khan,Shadab Khan,Pakistan,all-rounder,right,yes,spin,41,53,1,41.0,77.36,4,0,16,39.02,32,60.38,53,53,0,caught:1
test,1072470,Shaheen Afridi,Shaheen Shah Afridi,Pakistan,bowler,left,yes,pace,152,352,19,8.0,43.18,21,2,96,63.16,289,82.1,357,353,4,bowled:1; caught:14; lbw:4
test,1072470,Shaheen Afridi,Shaheen Shah Afridi,Pakistan,bowler,left,yes,spin,113,263,16,7.06,42.97,14,3,74,65.49,216,82.13,265,215,50,bowled:4; caught:7; caught and bowled:1; lbw:4
test,1203995,Shahnawaz Dahani,Shahnawaz Dahani,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1203995,Shahnawaz Dahani,Shahnawaz Dahani,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1339105,Shamyl Hussain,Shamyl Hussain,Pakistan,batsman,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1339105,Shamyl Hussain,Shamyl Hussain,Pakistan,batsman,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,233901,Shan Masood,Shan Masood Khan,Pakistan,batsman,left,yes,pace,1581,3109,54,29.28,50.85,167,3,686,43.39,2294,73.79,3140,3008,132,bowled:6; caught:38; lbw:10
test,233901,Shan Masood,Shan Masood Khan,Pakistan,batsman,left,yes,spin,1028,1826,33,31.15,56.3,83,22,464,45.14,1253,68.62,1830,1755,75,bowled:6; caught:15; caught and bowled:1; lbw:8; run out:1; stumped:2
test,227762,Sharjeel Khan,Sharjeel Khan,Pakistan,batsman,left,yes,pace,21,30,1,21.0,70.0,4,0,16,76.19,24,80.0,30,30,0,caught:1
test,227762,Sharjeel Khan,Sharjeel Khan,Pakistan,batsman,left,yes,spin,23,15,1,23.0,153.33,3,1,18,78.26,8,53.33,15,15,0,caught:1
test,43266,Sohaib Maqsood,Sohaib Maqsood,Pakistan,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,43266,Sohaib Maqsood,Sohaib Maqsood,Pakistan,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1329697,Sufyan Moqim,Sufyan Moqim,Pakistan,bowler,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1329697,Sufyan Moqim,Sufyan Moqim,Pakistan,bowler,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,824159,Tayyab Tahir,Tayyab Tahir,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,824159,Tayyab Tahir,Tayyab Tahir,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,647667,Usama Mir,Usama Mir,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,647667,Usama Mir,Usama Mir,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,348152,Usman Qadir,Usman Qadir,Pakistan,bowler,left,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,348152,Usman Qadir,Usman Qadir,Pakistan,bowler,left,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,1333415,Usman Tariq,Usman Tariq,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1333415,Usman Tariq,Usman Tariq,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,43685,Yasir Shah,Yasir Shah,Pakistan,bowler,right,yes,pace,555,1074,46,12.07,51.68,66,4,288,51.89,810,75.42,1079,1079,0,bowled:7; caught:29; caught and bowled:2; lbw:5; run out:3
test,43685,Yasir Shah,Yasir Shah,Pakistan,bowler,right,yes,spin,355,812,16,22.19,43.72,39,6,192,54.08,636,78.33,814,814,0,caught:8; lbw:7; stumped:1
test,348154,Zafar Gohar,Zafar Gohar Khan,Pakistan,all-rounder,left,yes,pace,65,122,2,32.5,53.28,12,0,48,73.85,99,81.15,123,123,0,caught:2
test,348154,Zafar Gohar,Zafar Gohar Khan,Pakistan,all-rounder,left,yes,spin,6,4,0,,150.0,1,0,4,66.67,1,25.0,4,4,0,
test,433614,Zahid Mahmood,Zahid Mahmood,Pakistan,bowler,right,yes,pace,9,65,3,3.0,13.85,1,0,4,44.44,60,92.31,66,66,0,bowled:1; caught:1; lbw:1
test,433614,Zahid Mahmood,Zahid Mahmood,Pakistan,bowler,right,yes,spin,11,44,2,5.5,25.0,1,1,10,90.91,41,93.18,44,44,0,bowled:1; stumped:1
test,1272475,Zaman Khan,Zaman Khan,Pakistan,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1272475,Zaman Khan,Zaman Khan,Pakistan,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,600498,Aiden Markram,Aiden Kyle Markram,South Africa,batsman,right,yes,pace,2280,3696,64,35.62,61.69,350,3,1418,62.19,2701,73.08,3736,3685,51,bowled:16; caught:38; lbw:10
test,600498,Aiden Markram,Aiden Kyle Markram,South Africa,batsman,right,yes,spin,837,1536,20,41.85,54.49,89,13,434,51.85,1100,71.61,1543,1212,331,bowled:4; caught:10; caught and bowled:1; lbw:4; stumped:1
test,540316,Andile Phehlukwayo,Andile Lucky Phehlukwayo,South Africa,all-rounder,left,yes,pace,13,25,2,6.5,52.0,3,0,12,92.31,21,84.0,25,25,0,bowled:1; lbw:1
test,540316,Andile Phehlukwayo,Andile Lucky Phehlukwayo,South Africa,all-rounder,left,yes,spin,6,14,0,,42.86,0,0,0,0.0,8,57.14,14,4,10,
test,1070754,Andile Simelane,Andile Simelane,South Africa,bowler,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,1070754,Andile Simelane,Andile Simelane,South Africa,bowler,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,481979,Anrich Nortje,Anrich Arno Nortje,South Africa,bowler,right,yes,pace,154,412,19,8.11,37.38,22,0,88,57.14,344,83.5,416,415,1,bowled:1; caught:17; lbw:1
test,481979,Anrich Nortje,Anrich Arno Nortje,South Africa,bowler,right,yes,spin,33,204,5,6.6,16.18,5,0,20,60.61,188,92.16,204,200,4,bowled:2; caught:2; lbw:1
test,379927,Beuran Hendricks,Beuran Eric Hendricks,South Africa,bowler,left,yes,pace,6,14,0,,42.86,1,0,4,66.67,11,78.57,15,15,0,
test,379927,Beuran Hendricks,Beuran Eric Hendricks,South Africa,bowler,left,yes,spin,3,4,0,,75.0,0,0,0,0.0,2,50.0,4,4,0,
test,553249,Bjorn Fortuin,Bjorn Carl Fortuin,South Africa,all-rounder,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,553249,Bjorn Fortuin,Bjorn Carl Fortuin,South Africa,all-rounder,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,596137,Clyde Fortuin,Clyde Fortuin,South Africa,batsman,right,yes,pace,10,54,1,10.0,18.52,1,0,4,40.0,48,88.89,54,54,0,caught:1
test,596137,Clyde Fortuin,Clyde Fortuin,South Africa,batsman,right,yes,spin,13,42,3,4.33,30.95,2,0,8,61.54,36,85.71,42,42,0,caught:2; lbw:1
test,949461,Codi Yusuf,Codi Ethan Yusuf,South Africa,bowler,right,yes,pace,22,24,1,22.0,91.67,5,0,20,90.91,17,70.83,24,24,0,caught:1
test,949461,Codi Yusuf,Codi Ethan Yusuf,South Africa,bowler,right,yes,spin,13,42,0,,30.95,1,0,4,30.77,35,83.33,42,42,0,
test,429224,Connor Esterhuizen,Connor Esterhuizen,South Africa,batsman,right,yes,pace,0,0,0,,,0,0,0,,0,,0,0,0,
test,429224,Connor Esterhuizen,Connor Esterhuizen,South Africa,batsman,right,yes,spin,0,0,0,,,0,0,0,,0,,0,0,0,
test,594322,Corbin Bosch,Corbin Bosch,South Africa,all-rounder,right,yes,pace,89,117,2,44.5,76.07,14,0,56,62.92,77,65.81,118,118,0,bowled:1; caught:1
test,594322,Corbin Bosch,Corbin Bosch,South Africa,all-rounder,right,yes,spin,131,179,2,65.5,73.18,12,1,54,41.22,100,55.87,179,179,0,bowled:1; lbw:1
test,327947,Dane Paterson,Dane Paterson,South Africa,bowler,right,yes,pace,60,62,5,12.0,96.77,12,1,54,90.0,43,69.35,62,62,0,bowled:1; caught:4
