reason,name,deliveryCount
batter_not_in_player_json_output_list,TS Sekhukhune,401
batter_not_in_player_json_output_list,H Patel,401
batter_not_in_player_json_output_list,S Kananji,401
batter_not_in_player_json_output_list,RA Sealy,400
batter_not_in_player_json_output_list,P Pushparajan,400
batter_not_in_player_json_output_list,S Gooch,399
batter_not_in_player_json_output_list,H Doriga,398
batter_not_in_player_json_output_list,SL Gomez,398
batter_not_in_player_json_output_list,E Sandy,398
batter_not_in_player_json_output_list,SC Selman,397
batter_not_in_player_json_output_list,NM Coulter-Nile,397
batter_not_in_player_json_output_list,JM Davison,397
batter_not_in_player_json_output_list,I Chuma,397
batter_not_in_player_json_output_list,Khadija Khalil,397
batter_not_in_player_json_output_list,Khurram Khan,395
batter_not_in_player_json_output_list,L Canessane,395
batter_not_in_player_json_output_list,CT Mutombodzi,394
batter_not_in_player_json_output_list,GM Harris,394
batter_not_in_player_json_output_list,DO Leicher,394
batter_not_in_player_json_output_list,S Georgota,394
batter_not_in_player_json_output_list,N Caruana,394
batter_not_in_player_json_output_list,JH Davey,393
batter_not_in_player_json_output_list,F Banunaek,393
batter_not_in_player_json_output_list,Shantanu Kaveri,393
batter_not_in_player_json_output_list,K Oala,392
batter_not_in_player_json_output_list,RR Watson,392
batter_not_in_player_json_output_list,KL Rolton,391
batter_not_in_player_json_output_list,M van Jaarsveld,391
batter_not_in_player_json_output_list,N Shangase,391
batter_not_in_player_json_output_list,CT Tremlett,390
batter_not_in_player_json_output_list,S Nadigotla,390
batter_not_in_player_json_output_list,Habib Khan,390
batter_not_in_player_json_output_list,S Badrinath,389
batter_not_in_player_json_output_list,Pooja Ganesh,389
batter_not_in_player_json_output_list,KJ Stagno,389
batter_not_in_player_json_output_list,BI Dilruksha,389
batter_not_in_player_json_output_list,JP Bray,388
batter_not_in_player_json_output_list,S Niyomuhoza,388
batter_not_in_player_json_output_list,B Ichinkhorloo,388
batter_not_in_player_json_output_list,Muhammad Shahdad,387
batter_not_in_player_json_output_list,NFI McCallum,387
batter_not_in_player_json_output_list,Isa Zaroo,387
batter_not_in_player_json_output_list,Kashif Daud,386
batter_not_in_player_json_output_list,S Dhadwal,386
batter_not_in_player_json_output_list,T Tshose,385
batter_not_in_player_json_output_list,B Masaba,385
batter_not_in_player_json_output_list,WAE Burton,384
batter_not_in_player_json_output_list,LL Dimba,384
batter_not_in_player_json_output_list,Yasir Arafat,383
batter_not_in_player_json_output_list,Sohail Khan,382
batter_not_in_player_json_output_list,CJ McKay,382
batter_not_in_player_json_output_list,AM Samad,382
batter_not_in_player_json_output_list,JK Vifah,382
batter_not_in_player_json_output_list,S Vijay Unni,382
batter_not_in_player_json_output_list,AB Fudadin,380
batter_not_in_player_json_output_list,R Kanoh,380
batter_not_in_player_json_output_list,F Mutizwa,379
batter_not_in_player_json_output_list,Musa Ahmed,379
batter_not_in_player_json_output_list,EN Lynch,379
batter_not_in_player_json_output_list,UCKA Dona,379
batter_not_in_player_json_output_list,HA Jackson,378
batter_not_in_player_json_output_list,DE Budge,377
batter_not_in_player_json_output_list,Mohamed Rishwan,377
batter_not_in_player_json_output_list,Javed Hina,377
batter_not_in_player_json_output_list,SW Masakadza,376
batter_not_in_player_json_output_list,Jahanara Alam,376
batter_not_in_player_json_output_list,N Gwanzura,376
batter_not_in_player_json_output_list,G Burrows,376
batter_not_in_player_json_output_list,A Shreshta,376
batter_not_in_player_json_output_list,P Sharma,376
batter_not_in_player_json_output_list,R Dianish,375
batter_not_in_player_json_output_list,Iftikhar Anjum,374
batter_not_in_player_json_output_list,PA Nixon,374
batter_not_in_player_json_output_list,C White,373
batter_not_in_player_json_output_list,MD Botha,373
batter_not_in_player_json_output_list,HJ Manenti,373
batter_not_in_player_json_output_list,IH Romaine,372
batter_not_in_player_json_output_list,Mariamma Hyder,372
batter_not_in_player_json_output_list,S Hook,372
batter_not_in_player_json_output_list,S Austin,372
batter_not_in_player_json_output_list,PV Vuniwaqa,372
batter_not_in_player_json_output_list,VD Adewoye,371
batter_not_in_player_json_output_list,M Dlamini,371
batter_not_in_player_json_output_list,A Merritt,371
batter_not_in_player_json_output_list,OGL Bascome,370
batter_not_in_player_json_output_list,LM Kasperek,369
batter_not_in_player_json_output_list,AD Mascarenhas,369
batter_not_in_player_json_output_list,K Shrestha,369
batter_not_in_player_json_output_list,NH Berejo,369
batter_not_in_player_json_output_list,BA Parchment,368
batter_not_in_player_json_output_list,E Sebareme,368
batter_not_in_player_json_output_list,KP Meiyappan,367
batter_not_in_player_json_output_list,Najiha Alvi,366
batter_not_in_player_json_output_list,GK Ghalley,366
batter_not_in_player_json_output_list,AR Valdez,366
batter_not_in_player_json_output_list,CE Coulter Reilly,365
batter_not_in_player_json_output_list,Sher Sahak,365
batter_not_in_player_json_output_list,T Parima,365
batter_not_in_player_json_output_list,XJ Doherty,364
batter_not_in_player_json_output_list,PK Matautaava,364
batter_not_in_player_json_output_list,O Olaleye,364
batter_not_in_player_json_output_list,M Zhu,364
batter_not_in_player_json_output_list,Shah Abrar Hussain,364
batter_not_in_player_json_output_list,Tapash Baisya,363
batter_not_in_player_json_output_list,MO Odumbe,363
batter_not_in_player_json_output_list,Nur Dania Syuhada,363
batter_not_in_player_json_output_list,KN Chaddha,363
batter_not_in_player_json_output_list,TR Gripper,362
batter_not_in_player_json_output_list,Y Saranonnakkun,362
batter_not_in_player_json_output_list,Bilal Masud,362
batter_not_in_player_json_output_list,LV Boas,361
batter_not_in_player_json_output_list,DA Galia,361
batter_not_in_player_json_output_list,J Coetzee,361
batter_not_in_player_json_output_list,F Conteh,360
batter_not_in_player_json_output_list,KC D'Souza,359
batter_not_in_player_json_output_list,OAC Banks,358
batter_not_in_player_json_output_list,Shariz Ahmad,358
batter_not_in_player_json_output_list,O Batisani,357
batter_not_in_player_json_output_list,NG Collins,357
batter_not_in_player_json_output_list,Abbas Ghani,356
batter_not_in_player_json_output_list,D Tucker,355
batter_not_in_player_json_output_list,JC Tredwell,355
batter_not_in_player_json_output_list,DA Marillier,355
batter_not_in_player_json_output_list,Abhijeet Ahuja,355
batter_not_in_player_json_output_list,Rizpha Bano,355
batter_not_in_player_json_output_list,Usman Khalid,354
batter_not_in_player_json_output_list,D Devnarain,353
batter_not_in_player_json_output_list,AN Kervezee,353
batter_not_in_player_json_output_list,S Thanikaithasan,353
batter_not_in_player_json_output_list,MK Amusa,353
batter_not_in_player_json_output_list,P Mujaji,352
batter_not_in_player_json_output_list,GP Meade,352
batter_not_in_player_json_output_list,NM Odhiambo,351
batter_not_in_player_json_output_list,A Kato-Stafford,351
batter_not_in_player_json_output_list,FG Kemp,350
batter_not_in_player_json_output_list,SN Shihepo,350
batter_not_in_player_json_output_list,Mohammad Boota,349
batter_not_in_player_json_output_list,WB Rankin,348
batter_not_in_player_json_output_list,Raza Iqbal,348
batter_not_in_player_json_output_list,I van Zyl,347
batter_not_in_player_json_output_list,A Perera,347
batter_not_in_player_json_output_list,O Erdenebaatar,347
batter_not_in_player_json_output_list,Noman Amjad,346
batter_not_in_player_json_output_list,M Castineiras,346
batter_not_in_player_json_output_list,K Hinds,346
batter_not_in_player_json_output_list,CK Jasmat,346
batter_not_in_player_json_output_list,Z de Bruyn,345
batter_not_in_player_json_output_list,Mazharul Islam,345
batter_not_in_player_json_output_list,J Mosca,345
batter_not_in_player_json_output_list,Khin Aye,345
batter_not_in_player_json_output_list,L Rajadurai,344
batter_not_in_player_json_output_list,Rubya Haider,344
batter_not_in_player_json_output_list,HER Tyler,344
batter_not_in_player_json_output_list,Y Choden,344
batter_not_in_player_json_output_list,AP Devcich,343
batter_not_in_player_json_output_list,ND Laegsgaard,343
batter_not_in_player_json_output_list,G Stewart,343
batter_not_in_player_json_output_list,RL Blake,343
batter_not_in_player_json_output_list,KM Molapo,343
batter_not_in_player_json_output_list,YS Chauhan,343
batter_not_in_player_json_output_list,B Etim,342
batter_not_in_player_json_output_list,KK Donovan,342
batter_not_in_player_json_output_list,Ayesha Naseem,341
batter_not_in_player_json_output_list,Y Jalloh,341
batter_not_in_player_json_output_list,AIV Benatar,341
batter_not_in_player_json_output_list,NJ Carey,340
batter_not_in_player_json_output_list,Waqas Barkat,340
batter_not_in_player_json_output_list,S Wickramasekara,340
batter_not_in_player_json_output_list,Surya Anand,340
batter_not_in_player_json_output_list,HG Kuhn,339
batter_not_in_player_json_output_list,FL Reifer,339
batter_not_in_player_json_output_list,NKF Rada Rani,339
batter_not_in_player_json_output_list,N Tanner,339
batter_not_in_player_json_output_list,Wei Haiting,339
batter_not_in_player_json_output_list,Zubair Ali,339
bowler_missing_pace_spin_type,Shuvagata Hom,338
batter_not_in_player_json_output_list,P Marange,338
batter_not_in_player_json_output_list,Nur Arianna Natsya,338
batter_not_in_player_json_output_list,CD Collymore,337
batter_not_in_player_json_output_list,R Baaleri,337
batter_not_in_player_json_output_list,Irfan Hafejee,337
batter_not_in_player_json_output_list,MHW Papps,336
batter_not_in_player_json_output_list,DR Chumney,336
batter_not_in_player_json_output_list,DR Patankar,336
batter_not_in_player_json_output_list,T Luka,335
batter_not_in_player_json_output_list,Shiraz Khan,335
batter_not_in_player_json_output_list,S Kolcharam,335
bowler_missing_pace_spin_type,TS Roland-Jones,334
batter_not_in_player_json_output_list,SC van Schalkwyk,334
batter_not_in_player_json_output_list,DF Watts,334
batter_not_in_player_json_output_list,CPPM Sadun,334
batter_not_in_player_json_output_list,A Savvani,333
batter_not_in_player_json_output_list,Meghna Rajan,333
batter_not_in_player_json_output_list,ML Cummins,332
batter_not_in_player_json_output_list,M Simpson-Parker,332
batter_not_in_player_json_output_list,A Gbla,332
batter_not_in_player_json_output_list,K Dema,332
batter_not_in_player_json_output_list,DK Mathias,332
batter_not_in_player_json_output_list,E Niyomugabo,331
batter_not_in_player_json_output_list,A Parima,331
batter_not_in_player_json_output_list,S Kato,331
batter_not_in_player_json_output_list,GM Hamilton,330
batter_not_in_player_json_output_list,Festus Benn,330
batter_not_in_player_json_output_list,G Ngegba,329
batter_not_in_player_json_output_list,EA Osborne,328
batter_not_in_player_json_output_list,MSN Ekani,328
batter_not_in_player_json_output_list,L Ostergaard,328
batter_not_in_player_json_output_list,A Ostergaard,328
batter_not_in_player_json_output_list,SG Mangela,328
batter_not_in_player_json_output_list,D Hazell,327
batter_not_in_player_json_output_list,SN Netravalkar,327
batter_not_in_player_json_output_list,Mehran Khan,327
batter_not_in_player_json_output_list,Arslan Amjad,327
batter_not_in_player_json_output_list,JAH Marshall,326
batter_not_in_player_json_output_list,HN Ya France,326
batter_not_in_player_json_output_list,TC Bruce,325
batter_not_in_player_json_output_list,LN Oluoch,325
batter_not_in_player_json_output_list,Mohamed Azzam,325
batter_not_in_player_json_output_list,ML Love,324
batter_not_in_player_json_output_list,CA Lynn,324
batter_not_in_player_json_output_list,S Meghana,324
batter_not_in_player_json_output_list,S Dhaniram,324
batter_not_in_player_json_output_list,K Irakoze,324
batter_not_in_player_json_output_list,BN Toube,324
batter_not_in_player_json_output_list,Zi Mei,324
bowler_not_in_metadata_or_player_json,L McCarthy,323
batter_not_in_player_json_output_list,A Turay,323
batter_not_in_player_json_output_list,Vaishnave Mahesh,322
batter_not_in_player_json_output_list,SM Davies,322
batter_not_in_player_json_output_list,WS Jayantha,322
batter_not_in_player_json_output_list,R Abdulkareem,322
batter_not_in_player_json_output_list,M Chadha,322
batter_not_in_player_json_output_list,A Aitken-Drummond,321
batter_not_in_player_json_output_list,NJ Browne,321
batter_not_in_player_json_output_list,OJ Hairs,321
bowler_not_in_metadata_or_player_json,Naeem Islam,319
batter_not_in_player_json_output_list,R Immadi,319
batter_not_in_player_json_output_list,Mahmud Jasat,319
batter_not_in_player_json_output_list,Ada Bhasin,319
batter_not_in_player_json_output_list,HB Dickson,319
batter_not_in_player_json_output_list,LL Htun,319
batter_not_in_player_json_output_list,J Sumerauer,318
batter_not_in_player_json_output_list,Ali Nadeem,318
batter_not_in_player_json_output_list,Saeed Anwar,318
batter_not_in_player_json_output_list,K Arua,317
batter_not_in_player_json_output_list,AM Kimote,317
batter_not_in_player_json_output_list,Tanwir Afzal,316
batter_not_in_player_json_output_list,MM English,316
batter_not_in_player_json_output_list,P Useni,316
batter_not_in_player_json_output_list,S Thakor,316
batter_not_in_player_json_output_list,Mukhtar Ghulami,316
batter_not_in_player_json_output_list,S Houghton,316
batter_not_in_player_json_output_list,A Donovan,316
batter_not_in_player_json_output_list,F Tunnicliffe,315
batter_not_in_player_json_output_list,SL Quintyne,315
batter_not_in_player_json_output_list,Musaddiq Ahmed,315
batter_not_in_player_json_output_list,Esam Rahman,315
batter_not_in_player_json_output_list,E Claridge,314
batter_not_in_player_json_output_list,H Lin Aung,314
bowler_not_in_metadata_or_player_json,J Botha,313
batter_not_in_player_json_output_list,OJ Phillips,313
batter_not_in_player_json_output_list,NC Dodd,312
batter_not_in_player_json_output_list,Karri Gullem Keen,312
batter_not_in_player_json_output_list,R Escobar,311
batter_not_in_player_json_output_list,Aslam Khan,311
batter_not_in_player_json_output_list,JL Ontong,310
batter_not_in_player_json_output_list,A Bierwisch,310
batter_not_in_player_json_output_list,N Nuntarach,310
batter_not_in_player_json_output_list,F Sisifo,310
batter_not_in_player_json_output_list,AM Peterson,309
batter_not_in_player_json_output_list,Ikramullah Khan,309
batter_not_in_player_json_output_list,LF Muller,309
batter_not_in_player_json_output_list,NW Bracken,308
batter_not_in_player_json_output_list,Aina Najwa,308
batter_not_in_player_json_output_list,Amar Naeem,308
batter_not_in_player_json_output_list,JP Crawley,307
batter_not_in_player_json_output_list,T Suri,307
batter_not_in_player_json_output_list,Mudassar Bukhari,307
batter_not_in_player_json_output_list,PZ Kamunya,307
bowler_not_in_metadata_or_player_json,SR Thompson,306
batter_not_in_player_json_output_list,Zulqarnain Haider,306
batter_not_in_player_json_output_list,A Mithun,306
batter_not_in_player_json_output_list,Saqib Zulfiqar,306
batter_not_in_player_json_output_list,GB Brent,305
batter_not_in_player_json_output_list,M Pascal,305
batter_not_in_player_json_output_list,Zain Ul Abidin,305
batter_not_in_player_json_output_list,LJ Poulton,303
batter_not_in_player_json_output_list,O Kamchomphu,303
batter_not_in_player_json_output_list,Ebadat Hossain,302
batter_not_in_player_json_output_list,Ruchitha Venkatesh,302
batter_not_in_player_json_output_list,SP Gomes,302
batter_not_in_player_json_output_list,S Maduranga,302
batter_not_in_player_json_output_list,Waqas Khan,301
batter_not_in_player_json_output_list,DP Vaidya,300
batter_not_in_player_json_output_list,SS Connell,300
batter_not_in_player_json_output_list,AA Navicha,300
batter_not_in_player_json_output_list,T Sandeep,300
batter_not_in_player_json_output_list,D Norotam,300
batter_not_in_player_json_output_list,GJ Batty,299
batter_not_in_player_json_output_list,J Kila,299
batter_not_in_player_json_output_list,ZE Surkari,299
batter_not_in_player_json_output_list,Mohammad Rizlan,299
batter_not_in_player_json_output_list,D Unhale,299
batter_not_in_player_json_output_list,Rizwan Cheema,298
batter_not_in_player_json_output_list,Adnan Idrees,298
batter_not_in_player_json_output_list,Yasin Patel,298
batter_not_in_player_json_output_list,R Lutaaya,298
batter_not_in_player_json_output_list,SY Nihute,298
batter_not_in_player_json_output_list,LK Newton,297
batter_not_in_player_json_output_list,JAD Lawrenson,297
batter_not_in_player_json_output_list,LB Ferbrache,297
batter_not_in_player_json_output_list,S Sadarangani,297
batter_not_in_player_json_output_list,A Mare,297
batter_not_in_player_json_output_list,D Nanayakkara,297
batter_not_in_player_json_output_list,R Pasipanodya,296
batter_not_in_player_json_output_list,R Sakurano-Thomas,296
batter_not_in_player_json_output_list,Hamza Tariq,295
batter_not_in_player_json_output_list,T Khabo,295
batter_not_in_player_json_output_list,Kanchan Rana,295
batter_not_in_player_json_output_list,Arun Yadav,295
batter_not_in_player_json_output_list,Abul Hasan,294
batter_not_in_player_json_output_list,LH Rodrigues,294
batter_not_in_player_json_output_list,Marshall Ayub,292
batter_not_in_player_json_output_list,T van der Gugten,292
batter_not_in_player_json_output_list,CJO Smith,292
batter_not_in_player_json_output_list,Divyendra Singh,292
batter_not_in_player_json_output_list,Muhammad Umar,292
batter_not_in_player_json_output_list,Z Kamara,291
batter_not_in_player_json_output_list,ZL Win,291
batter_not_in_player_json_output_list,SM Solia,291
batter_not_in_player_json_output_list,S Jegannathan,291
batter_not_in_player_json_output_list,MS Kasprowicz,290
batter_not_in_player_json_output_list,L Bull,290
batter_not_in_player_json_output_list,H Iwasaki,290
batter_not_in_player_json_output_list,Imran Ameer,289
batter_not_in_player_json_output_list,RR Sharan,289
batter_not_in_player_json_output_list,Jiaping Li,289
batter_not_in_player_json_output_list,SJ Coyte,288
batter_not_in_player_json_output_list,PA van Meekeren,288
batter_not_in_player_json_output_list,NN Saidi,288
batter_not_in_player_json_output_list,V Shankar,287
batter_not_in_player_json_output_list,IJ Harvey,287
batter_not_in_player_json_output_list,M Turay,287
batter_not_in_player_json_output_list,KJ Ferrary,286
batter_not_in_player_json_output_list,J Ramanandi,285
batter_not_in_player_json_output_list,A Aikenhead,285
batter_not_in_player_json_output_list,Tanvir Ahmed,284
batter_not_in_player_json_output_list,BMA Mbida,284
batter_not_in_player_json_output_list,A Stocks,284
batter_not_in_player_json_output_list,Shahzaib Jamil,284
batter_not_in_player_json_output_list,R Haiong,283
batter_not_in_player_json_output_list,A Natubhai Ahir,283
batter_not_in_player_json_output_list,Zahoor Khan,282
batter_not_in_player_json_output_list,P Mustard,282
batter_not_in_player_json_output_list,ME Bessala,282
batter_not_in_player_json_output_list,M Smit,281
batter_not_in_player_json_output_list,TN de Grooth,281
batter_not_in_player_json_output_list,Avishka Iroshan,281
batter_not_in_player_json_output_list,CAK Walton,280
batter_not_in_player_json_output_list,C Brennan,280
batter_not_in_player_json_output_list,M Polimeri,280
batter_not_in_player_json_output_list,IT Guha,279
batter_not_in_player_json_output_list,K Klein,279
batter_not_in_player_json_output_list,Najjam Shahzad,279
batter_not_in_player_json_output_list,Zahir Mohammed,279
batter_not_in_player_json_output_list,R Rodrigo,279
batter_not_in_player_json_output_list,Luis Hermida,279
batter_not_in_player_json_output_list,R Poddar,279
batter_not_in_player_json_output_list,Mujibur Ali,278
batter_not_in_player_json_output_list,Ameer Saiyed,278
batter_not_in_player_json_output_list,HL Colvin,277
batter_not_in_player_json_output_list,I Asif,277
batter_not_in_player_json_output_list,E Rukiriza,277
batter_not_in_player_json_output_list,A Canning,276
batter_not_in_player_json_output_list,Sheraz Sheikh,276
batter_not_in_player_json_output_list,Fanyan Mughal,276
batter_not_in_player_json_output_list,Mehboob Ali,276
batter_not_in_player_json_output_list,A Augastin,276
batter_not_in_player_json_output_list,Zulfiqar Babar,275
batter_not_in_player_json_output_list,J Campbell,275
batter_not_in_player_json_output_list,P Suanchuai,275
batter_not_in_player_json_output_list,Amjad Sher,275
batter_not_in_player_json_output_list,Khadija Imtiaz,275
batter_not_in_player_json_output_list,PE Kulume,275
batter_not_in_player_json_output_list,ZP Ikiua,275
batter_not_in_player_json_output_list,Lucas Rossi,275
batter_not_in_player_json_output_list,Enamul Haque jnr,274
batter_not_in_player_json_output_list,Syed Rasel,273
batter_not_in_player_json_output_list,VC Drakes,273
batter_not_in_player_json_output_list,I Maraj,273
batter_not_in_player_json_output_list,C Uwamahoro,273
batter_not_in_player_json_output_list,I Waqavakatoga,273
batter_not_in_player_json_output_list,P Sabu,273
batter_not_in_player_json_output_list,JR Barry,273
batter_not_in_player_json_output_list,Sazib Bhuiyan,273
batter_not_in_player_json_output_list,MM Baig,273
batter_not_in_player_json_output_list,Muhammad Zohaib,273
batter_not_in_player_json_output_list,AD Poynter,271
batter_not_in_player_json_output_list,K Winda Prastini,271
batter_not_in_player_json_output_list,PC McGeown,271
batter_not_in_player_json_output_list,J Pandey,271
batter_not_in_player_json_output_list,Sahil Chauhan,271
batter_not_in_player_json_output_list,W Moutswi,271
batter_not_in_player_json_output_list,Sharmin Sultana,270
batter_not_in_player_json_output_list,C Tommy,270
batter_not_in_player_json_output_list,AC Douglas,270
batter_not_in_player_json_output_list,Khizar Hayat,270
batter_not_in_player_json_output_list,Omar Rassol,270
batter_not_in_player_json_output_list,D Saxena,270
batter_not_in_player_json_output_list,SF Tiai,270
batter_not_in_player_json_output_list,D Njoroge,269
batter_not_in_player_json_output_list,Adam Senn,269
batter_not_in_player_json_output_list,Zawar Farid,268
batter_not_in_player_json_output_list,S Foster,268
batter_not_in_player_json_output_list,C Hartmann,267
batter_not_in_player_json_output_list,SKDT Madusanka,267
batter_not_in_player_json_output_list,AB Kamara,267
batter_not_in_player_json_output_list,C Muthoni,267
batter_not_in_player_json_output_list,R Gaznavi,266
batter_not_in_player_json_output_list,Abhishek Anand,266
batter_not_in_player_json_output_list,PJ Ongondo,265
batter_not_in_player_json_output_list,MA Baig,265
batter_not_in_player_json_output_list,CO Browne,264
batter_not_in_player_json_output_list,RR Powar,264
batter_not_in_player_json_output_list,JS Foster,264
batter_not_in_player_json_output_list,A Zimunu,264
batter_not_in_player_json_output_list,ML Karlsen,264
batter_not_in_player_json_output_list,WGAKK Kulasuriya,263
batter_not_in_player_json_output_list,SV Shetty,263
batter_not_in_player_json_output_list,ZT Kyaw,263
batter_not_in_player_json_output_list,C Pyle,263
batter_not_in_player_json_output_list,Muhammad Haziq Aiman,263
batter_not_in_player_json_output_list,SI Mahmood,262
batter_not_in_player_json_output_list,Haroon Arshad,262
batter_not_in_player_json_output_list,F Suluoto,262
batter_not_in_player_json_output_list,Azhar Andani,261
batter_not_in_player_json_output_list,A Kheterpal,261
batter_not_in_player_json_output_list,Panna Ghosh,260
batter_not_in_player_json_output_list,Kamran Khan,260
batter_not_in_player_json_output_list,Maaz Khan,260
batter_not_in_player_json_output_list,JV Chand,260
batter_not_in_player_json_output_list,HS Gericke,259
batter_not_in_player_json_output_list,Abdul Shakoor,258
batter_not_in_player_json_output_list,I Toua,258
batter_not_in_player_json_output_list,AR Bisht,258
batter_not_in_player_json_output_list,Shubham Ranjane,258
batter_not_in_player_json_output_list,D Muhumuza,258
batter_not_in_player_json_output_list,Ntombizodwa Mkhatshwa,258
batter_not_in_player_json_output_list,M Mwangi,258
batter_not_in_player_json_output_list,Y Venugopal Rao,257
batter_not_in_player_json_output_list,Ibrahim Hassan,257
batter_not_in_player_json_output_list,ME Violleau,257
batter_not_in_player_json_output_list,AUKDS Kalugala,257
batter_not_in_player_json_output_list,Rameen Shamim,256
batter_not_in_player_json_output_list,RG Aga,256
batter_not_in_player_json_output_list,R Tari,256
batter_not_in_player_json_output_list,Hamid Mahmood,256
batter_not_in_player_json_output_list,SC Joseph,255
batter_not_in_player_json_output_list,VV Morea,255
batter_not_in_player_json_output_list,C Murray,255
batter_not_in_player_json_output_list,A Venkatesh,255
batter_not_in_player_json_output_list,Shahil Momin,255
batter_not_in_player_json_output_list,RJ Trott,254
batter_not_in_player_json_output_list,JM Vujinovich,254
batter_not_in_player_json_output_list,Cai Yuzhi,254
batter_not_in_player_json_output_list,C Piparo,254
batter_not_in_player_json_output_list,BJ Patel,253
batter_not_in_player_json_output_list,M Ariokot,253
batter_not_in_player_json_output_list,A Kontopirakis,253
batter_not_in_player_json_output_list,Khurram Shahzad,252
batter_not_in_player_json_output_list,C Zhou,252
batter_not_in_player_json_output_list,Ibrahim Rahimi,252
batter_not_in_player_json_output_list,C Dickson,252
batter_not_in_player_json_output_list,PM Pushpakumara,251
batter_not_in_player_json_output_list,G Kodali,251
batter_not_in_player_json_output_list,Shahzaib Hasan,251
batter_not_in_player_json_output_list,BBJL Perera,251
batter_not_in_player_json_output_list,S Tosic,251
batter_not_in_player_json_output_list,R Pathan,251
batter_not_in_player_json_output_list,SP Khakurel,250
batter_not_in_player_json_output_list,J Broad,250
batter_not_in_player_json_output_list,S Vaia,250
batter_not_in_player_json_output_list,J Tuffin,250
batter_not_in_player_json_output_list,H Deshan,250
batter_not_in_player_json_output_list,SW Poynter,249
batter_not_in_player_json_output_list,Abdul-Shakoor Rahimzei,249
batter_not_in_player_json_output_list,Amoluk Singh,249
batter_not_in_player_json_output_list,Osama Mahmood,249
batter_not_in_player_json_output_list,C Tlali,249
batter_not_in_player_json_output_list,T Kolcunova,249
batter_not_in_player_json_output_list,Khurram Nawaz,248
batter_not_in_player_json_output_list,N Chejay,248
batter_not_in_player_json_output_list,M Perisic,248
batter_not_in_player_json_output_list,BF Mailata,248
batter_not_in_player_json_output_list,Mohammad Irfan,247
batter_not_in_player_json_output_list,JB Nero,247
batter_not_in_player_json_output_list,Mohammad Shahzad,247
batter_not_in_player_json_output_list,MM Patel,246
batter_not_in_player_json_output_list,PHT Kaushal,246
batter_not_in_player_json_output_list,DG Blampied,246
batter_not_in_player_json_output_list,RS Kaluwitharana,246
batter_not_in_player_json_output_list,Maria Jasvi,246
batter_not_in_player_json_output_list,S Veerapathiran,246
batter_not_in_player_json_output_list,G Wetherall,246
batter_not_in_player_json_output_list,Ragne Hallik,246
batter_not_in_player_json_output_list,Bilawal Bhatti,245
batter_not_in_player_json_output_list,P Aho,245
batter_not_in_player_json_output_list,E Mathew,245
batter_not_in_player_json_output_list,Kaleemullah,244
batter_not_in_player_json_output_list,DP Hyatt,244
batter_not_in_player_json_output_list,Raza-ur-Rehman,244
batter_not_in_player_json_output_list,A Chilia,244
batter_not_in_player_json_output_list,K Nestor,244
batter_not_in_player_json_output_list,TE Britton,244
batter_not_in_player_json_output_list,Umair Qasim,244
batter_not_in_player_json_output_list,A Hartley,243
batter_not_in_player_json_output_list,SK Atai,243
batter_not_in_player_json_output_list,CS Fraser,243
batter_not_in_player_json_output_list,AA Patil,243
batter_not_in_player_json_output_list,GR Russ,243
batter_not_in_player_json_output_list,S Conteh,243
batter_not_in_player_json_output_list,ARA Chambers,242
batter_not_in_player_json_output_list,T Rossi,242
batter_not_in_player_json_output_list,Rizwan Butt,242
batter_not_in_player_json_output_list,E Thelander,242
bowler_not_in_metadata_or_player_json,P Kumar,241
batter_not_in_player_json_output_list,A Reddy,241
batter_not_in_player_json_output_list,R Malhotra,241
batter_not_in_player_json_output_list,Poorvaja Jagdeesha,241
batter_not_in_player_json_output_list,Kuldeep,241
batter_not_in_player_json_output_list,Eman Asim,241
batter_not_in_player_json_output_list,K Tesarikova,241
batter_not_in_player_json_output_list,Waheed Ahmed,240
batter_not_in_player_json_output_list,JF Kloppenburg,240
batter_not_in_player_json_output_list,MBA Lamplough,240
batter_not_in_player_json_output_list,GT Taylor,240
batter_not_in_player_json_output_list,KTK Rodrigo,240
batter_not_in_player_json_output_list,S Galabova,240
batter_not_in_player_json_output_list,P Sarraf,239
batter_not_in_player_json_output_list,Juairiya Ferdous,239
batter_not_in_player_json_output_list,R Slater,238
batter_not_in_player_json_output_list,HV Mandhyan,238
batter_not_in_player_json_output_list,Ritik Tomar,238
batter_not_in_player_json_output_list,CM Greechan,238
batter_not_in_player_json_output_list,Rachel Delaney,237
batter_not_in_player_json_output_list,Bazid Khan,237
batter_not_in_player_json_output_list,JA Fitzgerald,237
batter_not_in_player_json_output_list,O Asika,237
batter_not_in_player_json_output_list,SRH Curtis,236
batter_not_in_player_json_output_list,Usman Limbada,236
batter_not_in_player_json_output_list,Devender Singh,236
batter_not_in_player_json_output_list,K Ota,236
batter_not_in_player_json_output_list,S Gill,236
batter_not_in_player_json_output_list,G Gune,236
batter_not_in_player_json_output_list,Kazim Somani,236
batter_not_in_player_json_output_list,TJ Murtagh,235
batter_not_in_player_json_output_list,C Carter,235
batter_not_in_player_json_output_list,CAH Stevenson,235
batter_not_in_player_json_output_list,AL Hodgkinson,235
batter_not_in_player_json_output_list,FA Cossa,235
batter_not_in_player_json_output_list,Anoop Orsu,235
batter_not_in_player_json_output_list,LM Gabriel,235
batter_not_in_player_json_output_list,Paing Danu,235
