format,playerId,name,fullName,nationality,role,battingHand,hasCricsheetId,paceRuns,paceBalls,paceOuts,paceAverage,paceStrikeRate,paceFours,paceSixes,paceMetadataBowlerDeliveries,pacePlayerJsonBowlerDeliveries,spinRuns,spinBalls,spinOuts,spinAverage,spinStrikeRate,spinFours,spinSixes,spinMetadataBowlerDeliveries,spinPlayerJsonBowlerDeliveries
test,595380,Raynard van Tonder,Raynard van Tonder,South Africa,batsman,right,yes,46,123,4,11.5,37.4,3,0,123,0,18,46,0,,39.13,2,0,46,0
test,269280,Reeza Hendricks,Reeza Raphael Hendricks,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,318845,Rilee Rossouw,Rilee Roscoe Rossouw,South Africa,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,698321,Ruan de Swardt,Ruan de Swardt,South Africa,bowler,left,yes,63,143,2,31.5,44.06,8,0,145,0,36,77,1,36.0,46.75,5,0,77,0
test,605661,Ryan Rickelton,Ryan David Rickelton,South Africa,wicketkeeper-batsman,left,yes,414,728,12,34.5,56.87,59,1,727,7,338,736,8,42.25,45.92,24,5,340,400
test,324260,Sarel Erwee,Sarel Johannes Erwee,South Africa,batsman,left,yes,349,788,15,23.27,44.29,40,0,796,0,99,247,2,49.5,40.08,12,0,162,85
test,535393,Senuran Muthusamy,Senuran Muthusamy,South Africa,all-rounder,left,yes,121,239,4,30.25,50.63,11,0,241,0,234,497,1,234.0,47.08,19,4,433,64
test,393289,Shaun von Berg,Shaun von Berg,South Africa,bowler,right,yes,31,68,2,15.5,45.59,6,0,68,0,9,43,0,,20.93,1,0,43,0
test,432960,Simon Harmer,Simon Ross Harmer,South Africa,bowler,right,yes,74,220,9,8.22,33.64,7,0,221,0,177,436,6,29.5,40.6,15,1,354,82
test,952207,Sinethemba Qeshile,Sinethemba Qeshile,South Africa,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,379776,Sisanda Magala,Sisanda Somila Bruce Magala,South Africa,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,379145,Tabraiz Shamsi,Tabraiz Shamsi,South Africa,bowler,right,yes,13,20,0,,65.0,1,0,21,0,7,28,1,7.0,25.0,1,0,28,0
test,372116,Temba Bavuma,Temba Bavuma,South Africa,batsman,right,yes,2271,4733,59,38.49,47.98,292,4,4760,18,1435,2836,34,42.21,50.6,131,12,2437,403
test,486672,Theunis de Bruyn,Theunis Booysen de Bruyn,South Africa,batsman,right,yes,247,531,15,16.47,46.52,40,0,523,11,221,478,8,27.62,46.23,29,2,479,0
test,697183,Tony de Zorzi,Tony de Zorzi,South Africa,batsman,left,yes,374,796,17,22.0,46.98,46,0,787,19,462,755,12,38.5,61.19,37,11,521,235
test,595978,Tristan Stubbs,Tristan Stubbs,South Africa,batsman,right,yes,286,701,13,22.0,40.8,25,1,652,53,433,849,10,43.3,51.0,33,10,708,143
test,594235,Tshepo Moreki,Tshepo Lebohang Moreki,South Africa,bowler,right,yes,4,33,0,,12.12,1,0,33,0,11,35,2,5.5,31.43,2,0,35,0
test,265564,Wayne Parnell,Wayne Dillon Parnell,South Africa,all-rounder,left,yes,32,76,2,16.0,42.11,6,0,80,0,12,67,1,12.0,17.91,1,0,67,0
test,698189,Wiaan Mulder,Pieter Willem Adriaan Mulder,South Africa,all-rounder,right,yes,642,1138,21,30.57,56.41,90,2,1124,20,576,959,14,41.14,60.06,59,13,784,177
test,429886,Wihan Lubbe,Wihan Johannes Lubbe,South Africa,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,550187,Zubayr Hamza,Zubayr Hamza,South Africa,batsman,right,yes,208,540,12,17.33,38.52,31,0,543,0,99,197,4,24.75,50.25,11,2,197,0
test,574178,Akila Dananjaya,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,Sri Lanka,all-rounder,left,yes,58,96,4,14.5,60.42,7,0,97,0,77,157,4,19.25,49.04,7,0,148,9
test,49764,Angelo Mathews,Angelo Davis Mathews,Sri Lanka,all-rounder,right,yes,3586,7308,93,38.56,49.07,430,11,7304,70,3811,8068,79,48.24,47.24,319,70,7820,259
test,958691,Ashen Bandara,Koralegedera Nadeeja Ashen Bandara,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,786925,Asitha Fernando,Asitha Madusanka Fernando,Sri Lanka,bowler,right,yes,33,86,9,3.67,38.37,7,0,79,9,23,131,6,3.83,17.56,3,1,125,6
test,784369,Avishka Fernando,Weerahandige Inol Avishka Fernando,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,342619,Bhanuka Rajapaksa,Pramod Bhanuka Bandara Rajapaksa,Sri Lanka,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,629080,Binura Fernando,Binura Fernando,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1186658,C Wickramasinghe,Chamindu Wickramasinghe,Sri Lanka,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1210293,Chamika Gunasekara,Chamika Deemantha Gunasekara,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,623695,Chamika Karunaratne,Chamika Karunaratne,Sri Lanka,all-rounder,right,yes,15,32,1,15.0,46.88,3,0,32,0,7,11,1,7.0,63.64,1,0,11,0
test,784367,Charith Asalanka,Kariyawasam Indipalage Charith Asalanka,Sri Lanka,all-rounder,left,yes,10,24,1,10.0,41.67,2,0,25,0,78,146,5,15.6,53.42,9,3,146,0
test,345821,Danishka Gunathilaka,Mashtayage Danushka Gunathilaka,Sri Lanka,all-rounder,left,yes,177,371,10,17.7,47.71,22,1,377,0,122,223,6,20.33,54.71,10,2,198,25
test,437316,Dasun Shanaka,Madagamagamage Dasun Shanaka,Sri Lanka,all-rounder,right,yes,82,170,5,16.4,48.24,4,4,171,0,58,103,4,14.5,56.31,5,3,103,0
test,792519,Dhananjaya Lakshan,Pothotuwa Arachchige Dhananjaya Lakshan,Sri Lanka,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,465793,Dhananjaya de Silva,Dhananjaya Maduranga de Silva,Sri Lanka,all-rounder,right,yes,1840,3159,48,38.33,58.25,241,5,3128,56,2193,3764,56,39.16,58.26,244,30,3218,550
test,793007,Dilshan Madushanka,Lokumarakkalage Dilahan Madushanka,Sri Lanka,bowler,right,yes,0,4,1,0.0,0.0,0,0,4,0,0,4,0,,0.0,0,0,4,0
test,227772,Dimuth Karunaratne,Frank Dimuth Madushanka Karunaratne,Sri Lanka,batsman,left,yes,3803,7627,113,33.65,49.86,466,4,7649,43,2984,5659,60,49.73,52.73,248,6,4948,724
test,300628,Dinesh Chandimal,Lokuge Dinesh Chandimal,Sri Lanka,wicketkeeper-batsman,right,yes,2904,5542,76,38.21,52.4,376,8,5479,123,3110,6447,57,54.56,48.24,262,33,6099,360
test,1152427,Dunith Wellalage,Dunith Nethmika Wellalage,Sri Lanka,bowler,left,yes,11,20,1,11.0,55.0,2,0,20,0,18,27,1,18.0,66.67,1,0,18,9
test,721041,Dushan Hemantha,Munasinghe Arachchige Dushan Ishara Hemantha,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,552152,Dushmantha Chameera,Pathira Vasan Dushmantha Chameera,Sri Lanka,bowler,right,yes,90,269,13,6.92,33.46,12,0,269,0,8,64,4,2.0,12.5,0,0,64,0
test,1306214,Eshan Malinga,Kiribathgala Kankanamalage Eshan Malinga Dharmasena,Sri Lanka,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,681681,Janith Liyanage,Kongala Liyanage Janith Vimukthi,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,370040,Jeffrey Vandersay,Jeffrey Dexter Francis Vandersay,Sri Lanka,all-rounder,right,yes,4,11,0,,36.36,0,0,11,0,67,66,4,16.75,101.52,11,2,63,3
test,1075863,Kamil Mishara,Rajapaksha Vidana Pathiranalage Kamil Mishara,Sri Lanka,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,784373,Kamindu Mendis,Pasqual Handi Kamindu Dilanka Mendis,Sri Lanka,all-rounder,left,yes,610,848,12,50.83,71.93,76,12,771,90,697,1198,9,77.44,58.18,59,12,1030,169
test,499594,Kasun Rajitha,Chandrasekara Arachchilage Kasun Rajitha,Sri Lanka,bowler,right,yes,95,380,11,8.64,25.0,10,0,383,0,38,167,6,6.33,22.75,4,0,144,23
test,629074,Kusal Mendis,Balapuwaduge Kusal Gimhan Mendis,Sri Lanka,wicketkeeper-batsman,right,yes,2216,4175,77,28.78,53.08,315,7,4156,66,2438,3701,48,50.79,65.87,250,46,3282,424
test,300631,Kusal Perera,Mathurage Don Kusal Janith Perera,Sri Lanka,wicketkeeper-batsman,left,yes,754,1035,24,31.42,72.85,110,8,1043,0,381,536,14,27.21,71.08,35,4,536,0
test,784375,Lahiru Kumara,Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,Sri Lanka,all-rounder,left,yes,71,226,14,5.07,31.42,11,0,231,4,61,223,12,5.08,27.35,10,0,212,11
test,428366,Lahiru Madushanka,Lahiru Dilshan Madushanka,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,924551,Lahiru Samarakoon,Samarakoon Mudiyanselage Lahiru Dharshana Samarakoon,Sri Lanka,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,704693,Lahiru Udara,Lahiru Udara Igalagamage,Sri Lanka,batsman,right,yes,45,33,0,,136.36,10,0,34,0,28,73,3,9.33,38.36,1,0,51,22
test,429738,Lakshan Sandakan,Paththamperuma Arachchige Don Lakshan Rangika Sandakan,Sri Lanka,all-rounder,right,yes,54,74,6,9.0,72.97,10,0,75,0,54,195,5,10.8,27.69,7,0,184,12
test,1027867,Lasith Croospulle,Dian Lasith Shenan Croospulle,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,848109,Lasith Embuldeniya,Lasith Embuldeniya,Sri Lanka,all-rounder,left,yes,73,234,11,6.64,31.2,9,0,238,0,118,346,14,8.43,34.1,8,6,340,6
test,1138316,Maheesh Theekshana,Morawakage Maheesh Theekshana,Sri Lanka,all-rounder,right,yes,32,70,3,10.67,45.71,4,0,72,0,27,77,0,,35.06,2,1,69,8
test,1194795,Matheesha Pathirana,Matheesha Pathirana,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1070229,Milan Rathnayake,Rathnayaka Mudiyanselage Milan Priyanath Rathnayaka,Sri Lanka,all-rounder,left,yes,116,159,4,29.0,72.96,18,0,160,0,74,165,2,37.0,44.85,4,3,165,0
test,629075,Minod Bhanuka,Ranasinghe Arachchige Minod Bhanuka Ranasinghe,Sri Lanka,wicketkeeper,left,yes,6,17,2,3.0,35.29,1,0,17,0,0,0,0,,,0,0,0,0
test,801817,Mohamed Shiraz,Katupulle Gedara Mohamed Shiraz Sahab,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1070154,Nimesh Vimukthi,Mandamarakkalage Nimesh Vimukthi Silva,Sri Lanka,all-rounder,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,429754,Niroshan Dickwella,Dickwella Patabendige Dilantha Niroshan Dickwella,Sri Lanka,wicketkeeper-batsman,left,yes,1320,2043,44,30.0,64.61,173,6,2068,1,1334,1927,41,32.54,69.23,121,5,1798,132
test,1126045,Nishan Madushka,Kottasinghakkarage Nishan Madushka Fernando,Sri Lanka,wicketkeeper-batsman,right,yes,276,523,11,25.09,52.77,40,0,525,0,236,429,3,78.67,55.01,19,4,301,130
test,821573,Nishan Peiris,Kurukulasooriya Nishan Peiris,Sri Lanka,bowler,left,yes,0,1,0,,0.0,0,0,1,0,9,39,3,3.0,23.08,1,0,39,0
test,324358,Nuwan Pradeep,Aththachchi Nuwan Pradeep Roshan Fernando,Sri Lanka,all-rounder,right,yes,114,202,13,8.77,56.44,17,0,203,0,10,134,16,0.62,7.46,1,0,134,0
test,955235,Nuwan Thushara,Ilandari Dewage Nuwan Thushara,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1074333,Nuwanidu Fernando,Muthuthanthirige Nuwanidu Keshawa Fernando,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,366725,Oshada Fernando,Bodiyabaduge Oshada Piyumal Fernando,Sri Lanka,batsman,right,yes,528,1254,17,31.06,42.11,67,1,1259,0,541,919,15,36.07,58.87,55,11,802,120
test,1028655,Pathum Nissanka,Pathum Nissanka Silva,Sri Lanka,batsman,right,yes,708,1153,16,44.25,61.41,96,2,1040,131,566,1083,12,47.17,52.26,51,3,1001,84
test,1171180,Pavan Rathnayake,Pavan Rathnayake,Sri Lanka,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,422871,Prabath Jayasuriya,Neketh Gedara Roshan Prabath Jayasuriya,Sri Lanka,bowler,right,yes,158,421,17,9.29,37.53,17,0,392,31,90,329,13,6.92,27.36,9,0,268,63
test,826689,Pramod Madushan,Pramod Madushan,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1028665,Praveen Jayawickrama,Perumapperuma Arachchige Kaveesha Praveen Jayawickrama,Sri Lanka,bowler,right,yes,7,15,0,,46.67,1,0,15,0,5,16,1,5.0,31.25,0,0,16,0
test,629084,Ramesh Mendis,Wanigamuni Ramesh Tarinda Mendis,Sri Lanka,all-rounder,right,yes,119,272,7,17.0,43.75,12,0,278,0,280,647,15,18.67,43.28,27,2,559,88
test,1217156,Ravindu Fernando,Ravindu Suharshana Fernando,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,629076,Sadeera Samarawickrama,Wedagedara Sadeera Rashen Samarawickrama,Sri Lanka,batsman,right,yes,91,130,6,15.17,70.0,10,0,131,0,177,226,4,44.25,78.32,24,1,191,35
test,693975,Sahan Arachchige,Sahan Shashintha Diyamantha Arachchige,Sri Lanka,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,430391,Sharina Ravikumar,Sharina Ravikumar,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1194744,Shevon Daniel,Shevon Daniel,Sri Lanka,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1153148,Sonal Dinusha,Gamage Sonal Dinusha,Sri Lanka,all-rounder,left,yes,2,4,0,,50.0,0,0,4,0,9,12,1,9.0,75.0,1,0,12,0
test,950405,Tharindu Ratnayake,Konganige Tharindu Hasanka Ratnayake,Sri Lanka,bowler,left,yes,0,6,0,,0.0,0,0,6,0,10,21,2,5.0,47.62,0,1,21,0
test,1153149,Vijayakanth Viyaskanth,Vijayakanth Viyaskanth,Sri Lanka,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,465783,Vishwa Fernando,Muthuthanthrige Vishwa Thilina Fernando,Sri Lanka,all-rounder,right,yes,73,294,13,5.62,24.83,7,0,279,18,88,320,8,11.0,27.5,9,1,308,12
test,784379,Wanindu Hasaranga,Wanindu Hasaranga,Sri Lanka,all-rounder,right,yes,93,109,4,23.25,85.32,17,0,109,0,102,111,3,34.0,91.89,12,1,94,17
test,1275056,Ackeem Auguste,Ackeem Wayne Jarrell Auguste,West Indies,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,530812,Akeal Hosein,Akeal Jerome Hosein,West Indies,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1161669,Akeem Jordan,Akeem Jordan,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1078692,Alick Athanaze,Alick Athanaze,West Indies,batsman,left,yes,339,687,13,26.08,49.34,41,0,679,12,402,723,18,22.33,55.6,46,4,592,132
test,670031,Alzarri Joseph,Alzarri Shaheim Joseph,West Indies,bowler,right,yes,498,871,40,12.45,57.18,65,9,859,21,272,457,20,13.6,59.52,18,19,395,63
test,820681,Amir Jangoo,Amir Anthony Jangoo,West Indies,batsman,left,yes,0,0,0,,,0,0,0,0,24,34,0,,70.59,3,0,20,14
test,914467,Anderson Phillip,Anderson Phillip,West Indies,bowler,right,yes,44,174,5,8.8,25.29,5,0,167,9,85,224,2,42.5,37.95,11,1,224,3
test,51862,Andre Fletcher,Andre David Stephon Fletcher,West Indies,wicketkeeper-batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,230556,Andre McCarthy,Andre McIntosh McCarthy,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,670035,Brandon King,Brandon Alexander King,West Indies,batsman,right,yes,234,382,10,23.4,61.26,37,2,383,0,40,84,2,20.0,47.62,5,2,84,0
test,914519,Chemar Holder,Chemar Keron Holder,West Indies,bowler,right,yes,21,37,0,,56.76,3,0,37,0,0,0,0,,,0,0,0,0
test,277472,Darren Bravo,Darren Michael Bravo,West Indies,batsman,left,yes,1596,3531,53,30.11,45.2,222,0,3558,11,1670,3657,38,43.95,45.67,160,40,3602,67
test,248920,Devon Thomas,Devon Cuthbert Thomas,West Indies,wicketkeeper,right,yes,22,83,2,11.0,26.51,3,0,81,3,9,9,0,,100.0,0,0,9,0
test,906749,Dominic Drakes,Dominic Conneil Drakes,West Indies,all-rounder,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,431901,Evin Lewis,Evin Lewis,West Indies,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,670013,Fabian Allen,Fabian Anthony Allen,West Indies,all-rounder,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,670045,Gudakesh Motie,Gudakesh Motie,West Indies,all-rounder,left,yes,110,198,5,22.0,55.56,17,0,203,0,104,155,6,17.33,67.1,12,1,82,73
test,443263,Hayden Walsh,Hayden Rashidi Walsh,West Indies,all-rounder,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,391485,Jason Holder,Jason Omar Holder,West Indies,all-rounder,right,yes,1810,3341,63,28.73,54.18,239,14,3346,20,1181,2091,34,34.74,56.48,113,40,2015,82
test,230549,Jason Mohammed,Jason Nazimuddin Mohammed,West Indies,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1199304,Jayden Seales,Jayden Nigel Tristen Seales,West Indies,bowler,left,yes,87,322,14,6.21,27.02,8,0,297,27,140,242,13,10.77,57.85,9,9,211,32
test,1403089,Jediah Blades,Jediah Blades,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,632168,Jeremy Solozano,Jeremy Len Solozano,West Indies,batsman,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,431909,Jermaine Blackwood,Jermaine Blackwood,West Indies,batsman,right,yes,1690,2989,49,34.49,56.54,220,15,2918,113,1039,2089,41,25.34,49.74,106,19,1918,175
test,1394273,Jewel Andrew,Jewel Andrew,West Indies,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1275943,Johann Layne,Johann Layne,West Indies,bowler,right,yes,15,20,2,7.5,75.0,3,0,21,0,0,1,1,0.0,0.0,0,0,1,0
test,348026,John Campbell,John Dillon Campbell,West Indies,batsman,left,yes,817,1731,37,22.08,47.2,102,4,1729,12,290,493,11,26.36,58.82,31,6,421,73
test,333066,Johnson Charles,Johnson Charles,West Indies,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,432214,Jomel Warrican,Jomel Andrel Warrican,West Indies,all-rounder,right,yes,94,192,12,7.83,48.96,13,0,193,0,189,362,14,13.5,52.21,14,5,300,62
test,1168667,Joshua da Silva,Joshua Da Silva,West Indies,wicketkeeper-batsman,right,yes,679,1483,31,21.9,45.79,71,2,1365,133,555,1509,19,29.21,36.78,56,5,1307,207
test,510823,Justin Greaves,Justin Pierre Greaves,West Indies,all-rounder,right,yes,341,700,16,21.31,48.71,40,0,691,14,299,540,8,37.38,55.37,22,0,464,79
test,1139028,Karima Gore,Karima Gore,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,348091,Kavem Hodge,Kavem Ajoel Rakem Hodge,West Indies,all-rounder,right,yes,422,802,14,30.14,52.62,61,2,764,48,243,561,8,30.38,43.32,24,0,495,67
test,820677,Keacy Carty,Keacy Uydess Carty,West Indies,batsman,right,yes,186,388,10,18.6,47.94,19,1,393,0,44,119,2,22.0,36.97,3,0,118,1
test,677081,Keemo Paul,Keemo Mandela Angus Paul,West Indies,all-rounder,right,yes,33,45,2,16.5,73.33,8,0,47,0,63,72,4,15.75,87.5,7,4,64,8
test,230553,Kemar Roach,Kemar Andre Jamal Roach,West Indies,all-rounder,right,yes,693,1809,58,11.95,38.31,81,4,1790,30,614,1768,46,13.35,34.73,75,12,1564,206
test,906755,Keon Harding,Keon Jovani Harding,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1206110,Kevin Sinclair,Kevin Sinclair,West Indies,bowler,right,yes,41,143,2,20.5,28.67,5,0,143,0,59,123,4,14.75,47.97,5,1,89,34
test,1209188,Kevlon Anderson,Kevlon Alston Anderson,West Indies,bowler,right,yes,3,18,2,1.5,16.67,0,0,18,0,0,0,0,,,0,0,0,0
test,581160,Khary Pierre,Khary Pierre,West Indies,bowler,left,yes,11,32,1,11.0,34.38,2,0,32,0,36,78,2,18.0,46.15,5,0,78,0
test,252932,Kieran Powell,Kieran Omar Akeem Powell,West Indies,batsman,left,yes,1168,2374,49,23.84,49.2,180,6,2385,0,831,1548,30,27.7,53.68,84,10,1365,187
test,1209196,Kirk McKenzie,Kirk Sanjay Alexander McKenzie,West Indies,bowler,left,yes,159,263,8,19.88,60.46,25,0,252,12,44,84,4,11.0,52.38,5,2,84,0
test,416190,Kjorn Ottley,Kjorn Yohance Ottley,West Indies,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,348024,Kraigg Brathwaite,Kraigg Clairmonte Brathwaite,West Indies,batsman,right,yes,3569,8340,105,33.99,42.79,374,3,8242,173,2099,5446,69,30.42,38.54,196,13,5072,385
test,348056,Kyle Mayers,Kyle Rico Mayers,West Indies,all-rounder,left,yes,416,556,18,23.11,74.82,61,6,536,26,504,964,11,45.82,52.28,51,10,762,204
test,530814,Marquino Mindley,Marquino Junior Mindley,West Indies,bowler,right,yes,11,12,1,11.0,91.67,1,1,11,1,0,25,0,,0.0,0,0,25,0
test,1209190,Matthew Forde,Matthew Walter Forde,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1078695,Mikyle Louis,Mikyle Louis,West Indies,batsman,right,yes,267,647,12,22.25,41.27,36,1,649,0,87,195,5,17.4,44.62,4,3,154,41
test,1342547,Navin Bidaisee,Navin Bidaisee,West Indies,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,314650,Nkrumah Bonner,Nkrumah Eljego Bonner,West Indies,batsman,right,yes,387,996,11,35.18,38.86,51,1,972,38,408,1292,10,40.8,31.58,35,2,1127,169
test,906783,Obed McCoy,Obed Christopher McCoy,West Indies,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,820691,Odean Smith,Odean Fabian Smith,West Indies,all-rounder,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1134962,Ojay Shields,Ojay Shields,West Indies,bowler,right,yes,9,13,3,3.0,69.23,2,0,13,0,0,0,0,,,0,0,0,0
test,914567,Oshane Thomas,Oshane Thomas,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1342550,Quentin Sampson,Quentin Sampson,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,494581,Rahkeem Cornwall,Rahkeem Rashawn Shane Cornwall,West Indies,all-rounder,right,yes,138,182,9,15.33,75.82,17,2,188,0,118,236,4,29.5,50.0,18,2,236,3
test,1209197,Ramon Simmonds,Ramon Romario Simmonds,West Indies,bowler,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,450101,Raymon Reifer,Raymon Anton Reifer,West Indies,bowler,left,yes,199,531,8,24.88,37.48,24,1,517,25,95,186,4,23.75,51.08,13,1,181,5
test,677077,Romario Shepherd,Romario Shepherd,West Indies,all-rounder,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,391832,Roston Chase,Roston Lamar Chase,West Indies,all-rounder,right,yes,1189,3010,66,18.02,39.5,132,5,2997,46,1174,2077,33,35.58,56.52,113,16,2047,33
test,820351,Rovman Powell,Rovman Powell,West Indies,all-rounder,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,581379,Shai Hope,Shai Diego Hope,West Indies,wicketkeeper-batsman,right,yes,1293,2850,53,24.4,45.37,180,2,2854,16,861,2054,29,29.69,41.92,69,8,1951,107
test,1356971,Shamar Joseph,Shamar Joseph,West Indies,bowler,right,yes,200,212,11,18.18,94.34,27,6,215,0,99,122,8,12.38,81.15,6,7,112,10
test,820689,Shamar Springer,Shamar Kamal Springer,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,230555,Shamarh Brooks,Shamarh Shaqad Joshua Brooks,West Indies,batsman,right,yes,330,834,18,18.33,39.57,45,1,792,49,112,200,5,22.4,56.0,13,2,201,0
test,851501,Shayne Moseley,Shayne Akeel Richard Moseley,West Indies,batsman,left,yes,1,25,2,0.5,4.0,0,0,25,0,27,80,2,13.5,33.75,3,0,60,20
test,495551,Sheldon Cottrell,Sheldon Shane Cottrell,West Indies,all-rounder,right,yes,4,11,3,1.33,36.36,0,0,11,0,5,6,0,,83.33,1,0,6,0
test,914541,Sherfane Rutherford,Sherfane Eviston Rutherford,West Indies,all-rounder,left,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1086206,Shermon Lewis,Shermon Hakim Lewis,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,24,66,4,6.0,36.36,3,0,61,5
test,670025,Shimron Hetmyer,Shimron Odilon Hetmyer,West Indies,batsman,left,yes,328,555,17,19.29,59.1,50,2,560,0,497,558,11,45.18,89.07,34,25,459,99
test,348054,Sunil Ambris,Sunil Walford Ambris,West Indies,batsman,right,yes,66,108,3,22.0,61.11,10,1,108,0,100,248,8,12.5,40.32,7,0,212,36
test,601968,Tagenarine Chanderpaul,Tagenarine Chanderpaul,West Indies,batsman,left,yes,406,1074,15,27.07,37.8,41,1,1053,30,245,595,6,40.83,41.18,19,5,595,0
test,1275935,Teddy Bishop,Teddy J Bishop,West Indies,batsman,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
test,1152714,Terrance Hinds,Terrance Hinds,West Indies,bowler,right,yes,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0
